source,target,weight
15954704,20562637,2
15954704,2097571,2
15954704,216299334,1
15954704,21866939,1
15954704,22240612,1
15954704,22650211,1
15954704,240649814,2
15954704,245687754,1
15954704,2483954344,1
15954704,25088746,1
15954704,252751061,1
15954704,2530363285,1
15954704,25387183,1
15954704,25562183,1
15954704,25928253,1
15954704,279788564,1
15954704,2811559122,1
15954704,2836421,1
15954704,284920800,1
15954704,28785486,1
15954704,309282144,1
15954704,330826792,1
15954704,332188446,1
15954704,34245009,1
15954704,346406417,1
15954704,34713362,2
15954704,36327407,1
15954704,36670025,1
15954704,37034483,1
15954704,37963496,1
15954704,380648579,1
15954704,387937220,1
15954704,39308549,1
15954704,39743812,2
15954704,43855487,1
15954704,44728980,1
15954704,472122299,1
15954704,4898091,1
15954704,49616273,1
15954704,51241574,1
15954704,55118669,1
15954704,56312411,1
15954704,5695632,1
15954704,5741722,1
15954704,612473,2
15954704,624413,1
15954704,6509832,1
15954704,68927629,1
15954704,701725963,1
15954704,7309052,1
15954704,74980737,1
15954704,753562266,1
15954704,7587032,3
15954704,759251,1
15954704,7744592,1
15954704,788524,1
15954704,800707492346925056,1
15954704,807095,2
15954704,86141342,1
15954704,87818409,1
15954704,887606425479856128,1
15954704,8953122,1
15954704,90651198,1
15954704,91316071,1
15954704,91478624,1
15954704,9300262,1
15954704,93069110,1
15954704,93476253,1
15976705,16012783,4
15976705,16076032,1
15976705,16343974,1
15976705,1652541,2
15976705,169050333,1
15976705,16973333,2
15976705,17134268,1
15976705,17673635,1
15976705,17710740,1
15976705,18071358,1
15976705,1901298962,1
15976705,193045008,1
15976705,19402238,2
15976705,19636948,1
15976705,19658826,1
15976705,197496309,1
15976705,19897138,1
15976705,203123011,1
15976705,20402945,1
15976705,20562637,1
15976705,2097571,2
15976705,216299334,2
15976705,21866939,1
15976705,22240612,1
15976705,22650211,1
15976705,240649814,1
15976705,245687754,1
15976705,25088746,1
15976705,252751061,1
15976705,2530363285,1
15976705,25387183,1
15976705,25928253,1
15976705,279788564,1
15976705,284920800,1
15976705,28785486,6
15976705,3150940290,1
15976705,330826792,2
15976705,332188446,1
15976705,34245009,1
15976705,346406417,1
15976705,36327407,1
15976705,36670025,1
15976705,37034483,1
15976705,37963496,1
15976705,380648579,1
15976705,39308549,1
15976705,39743812,1
15976705,43855487,1
15976705,44728980,1
15976705,472122299,1
15976705,4898091,2
15976705,49616273,1
15976705,51241574,2
15976705,55118669,1
15976705,56312411,1
15976705,5695632,1
15976705,5741722,1
15976705,624413,1
15976705,631810714,1
15976705,6509832,1
15976705,68927629,1
15976705,7309052,1
15976705,74980737,1
15976705,753562266,10
15976705,7587032,2
15976705,7744592,1
15976705,788524,1
15976705,800707492346925056,4
15976705,86141342,1
15976705,887606425479856128,1
15976705,8953122,2
15976705,90651198,1
15976705,91478624,1
15976705,96900937,1
16012783,16076032,1
16012783,16160352,1
16012783,16343974,1
16012783,1652541,5
16012783,169050333,1
16012783,16973333,1
16012783,17134268,1
16012783,17673635,1
16012783,17710740,1
16012783,18071358,1
16012783,18812572,3
16012783,1901298962,1
16012783,1917731,2
16012783,193045008,1
16012783,19402238,1
16012783,19636948,1
16012783,19658826,1
16012783,197496309,1
16012783,19897138,1
16012783,203123011,1
16012783,20402945,2
16012783,20562637,1
16012783,2097571,2
16012783,216299334,1
16012783,21866939,1
16012783,22240612,1
16012783,22650211,1
16012783,240649814,1
16012783,245687754,1
16012783,2483954344,1
16012783,25088746,1
16012783,252751061,1
16012783,2530363285,1
16012783,25387183,1
16012783,25562183,1
16012783,25928253,1
16012783,279788564,1
16012783,2811559122,1
16012783,284920800,1
16012783,28785486,1
16012783,309282144,3
16012783,3150940290,1
16012783,330826792,1
16012783,332188446,1
16012783,34245009,1
16012783,346406417,1
16012783,34713362,2
16012783,36327407,1
16012783,36670025,1
16012783,37034483,1
16012783,37963496,1
16012783,380648579,1
16012783,387937220,1
16012783,39308549,1
16012783,39743812,1
16012783,43855487,1
16012783,44728980,1
16012783,472122299,1
16012783,49616273,1
16012783,51241574,2
16012783,55118669,1
16012783,56312411,1
16012783,5695632,1
16012783,612473,1
16012783,624413,1
16012783,631810714,1
16012783,6509832,1
16012783,68927629,1
16012783,701725963,1
16012783,7309052,1
16012783,74980737,1
16012783,753562266,1
16012783,7587032,1
16012783,759251,2
16012783,7744592,1
16012783,788524,1
16012783,800707492346925056,3
16012783,86141342,1
16012783,87818409,2
16012783,887606425479856128,1
16012783,8953122,1
16012783,90651198,1
16012783,91316071,1
16012783,91478624,1
16012783,9300262,1
16012783,93069110,1
16012783,93476253,3
16012783,96900937,1
16076032,16160352,1
16076032,16343974,1
16076032,1652541,1
16076032,169050333,1
16076032,16973333,1
16076032,17134268,1
16076032,17673635,1
16076032,17710740,1
16076032,18071358,1
16076032,18812572,1
16076032,1901298962,1
16076032,1917731,1
16076032,193045008,1
16076032,19402238,1
16076032,19636948,1
16076032,19658826,1
16076032,197496309,1
16076032,19897138,1
16076032,203123011,1
16076032,20402945,1
16076032,20562637,1
16076032,2097571,1
16076032,216299334,1
16076032,21866939,1
16076032,22240612,1
16076032,22650211,1
16076032,240649814,1
16076032,245687754,1
16076032,2483954344,1
16076032,25088746,1
16076032,252751061,1
16076032,2530363285,1
16076032,25387183,1
16076032,25562183,1
16076032,25928253,1
16076032,279788564,1
16076032,2811559122,1
16076032,2836421,1
16076032,284920800,1
16076032,28785486,1
16076032,309282144,1
16076032,3150940290,2
16076032,330826792,1
16076032,332188446,1
16076032,34245009,1
16076032,346406417,1
16076032,34713362,1
16076032,36327407,1
16076032,36670025,1
16076032,37034483,1
16076032,37963496,1
16076032,380648579,1
16076032,387937220,1
16076032,39308549,1
16076032,39743812,1
16076032,43855487,1
16076032,44728980,1
16076032,472122299,1
16076032,4898091,1
16076032,49616273,1
16076032,51241574,1
16076032,55118669,1
16076032,56312411,1
16076032,5695632,1
16076032,5741722,1
16076032,612473,1
16076032,624413,1
16076032,631810714,1
16076032,6509832,1
16076032,68927629,1
16076032,701725963,1
16076032,7309052,1
16076032,74980737,1
16076032,753562266,1
16076032,7587032,1
16076032,759251,1
16076032,7744592,1
16076032,788524,1
16076032,800707492346925056,1
16076032,807095,1
16076032,86141342,1
16076032,87818409,1
16076032,887606425479856128,1
16076032,8953122,1
16076032,90651198,1
16076032,91316071,1
16076032,91478624,1
16076032,9300262,1
16076032,93069110,1
16076032,93476253,2
16076032,96900937,1
16160352,16343974,1
16160352,1652541,1
16160352,169050333,1
16160352,16973333,1
16160352,17134268,2
16160352,17673635,1
16160352,17710740,1
16160352,18071358,1
16160352,18812572,3
16160352,1901298962,1
16160352,193045008,1
16160352,19402238,1
16160352,19636948,1
16160352,19658826,2
16160352,197496309,2
16160352,19897138,1
16160352,203123011,1
16160352,20402945,1
16160352,20562637,1
16160352,2097571,2
16160352,216299334,1
16160352,21866939,1
16160352,22240612,1
16160352,22650211,2
16160352,240649814,1
16160352,245687754,1
16160352,2483954344,1
16160352,25088746,1
16160352,252751061,1
16160352,2530363285,1
16160352,25387183,1
16160352,25562183,1
16160352,25928253,1
16160352,279788564,1
16160352,2811559122,1
16160352,284920800,1
16160352,28785486,6
16160352,3150940290,1
16160352,330826792,2
16160352,332188446,1
16160352,34245009,1
16160352,346406417,1
16160352,34713362,2
16160352,36327407,1
16160352,36670025,1
16160352,37034483,1
16160352,37963496,2
16160352,380648579,1
16160352,387937220,1
16160352,39308549,1
16160352,39743812,1
16160352,43855487,1
16160352,44728980,1
16160352,472122299,1
16160352,4898091,1
16160352,49616273,1
16160352,51241574,1
16160352,55118669,1
16160352,56312411,1
16160352,5695632,1
16160352,612473,1
16160352,624413,2
16160352,631810714,1
16160352,6509832,1
16160352,68927629,1
16160352,7309052,2
16160352,74980737,1
16160352,7587032,1
16160352,759251,6
16160352,7744592,4
16160352,800707492346925056,2
16160352,86141342,1
16160352,87818409,1
16160352,887606425479856128,1
16160352,8953122,2
16160352,90651198,1
16160352,91316071,1
16160352,91478624,3
16160352,9300262,2
16160352,96900937,1
16343974,169050333,1
16343974,17134268,1
16343974,17673635,1
16343974,17710740,1
16343974,18071358,1
16343974,18812572,1
16343974,1901298962,1
16343974,1917731,1
16343974,193045008,1
16343974,19402238,2
16343974,19636948,1
16343974,19658826,1
16343974,197496309,1
16343974,203123011,1
16343974,20402945,1
16343974,20562637,1
16343974,2097571,2
16343974,216299334,3
16343974,21866939,2
16343974,22240612,1
16343974,240649814,1
16343974,245687754,1
16343974,2483954344,1
16343974,25088746,1
16343974,252751061,1
16343974,2530363285,1
16343974,25387183,1
16343974,25562183,1
16343974,25928253,1
16343974,279788564,1
16343974,2811559122,1
16343974,2836421,1
16343974,284920800,1
16343974,28785486,1
16343974,309282144,1
16343974,3150940290,1
16343974,330826792,1
16343974,332188446,1
16343974,34245009,1
16343974,346406417,1
16343974,34713362,1
16343974,36327407,1
16343974,36670025,1
16343974,37034483,1
16343974,37963496,2
16343974,387937220,1
16343974,39308549,1
16343974,39743812,1
16343974,43855487,1
16343974,44728980,1
16343974,472122299,1
16343974,4898091,2
16343974,49616273,1
16343974,51241574,1
16343974,55118669,1
16343974,56312411,1
16343974,5695632,1
16343974,5741722,1
16343974,612473,1
16343974,624413,1
16343974,631810714,1
16343974,68927629,1
16343974,701725963,1
16343974,7309052,1
16343974,74980737,1
16343974,753562266,1
16343974,7587032,2
16343974,759251,1
16343974,7744592,1
16343974,788524,3
16343974,800707492346925056,1
16343974,807095,1
16343974,86141342,1
16343974,87818409,1
16343974,887606425479856128,1
16343974,8953122,1
16343974,90651198,1
16343974,91316071,1
16343974,91478624,1
16343974,9300262,1
16343974,93069110,1
16343974,93476253,1
16343974,96900937,1
1652541,169050333,1
1652541,16973333,9
1652541,17134268,2
1652541,17673635,1
1652541,17710740,1
1652541,1901298962,1
1652541,193045008,1
1652541,19402238,3
1652541,19636948,2
1652541,19658826,1
1652541,197496309,2
1652541,216299334,1
1652541,21866939,3
1652541,2483954344,1
1652541,25088746,3
1652541,252751061,9
1652541,2530363285,2
1652541,25387183,6
1652541,25928253,2
1652541,279788564,1
1652541,284920800,1
1652541,309282144,1
1652541,3150940290,1
1652541,330826792,3
1652541,34245009,1
1652541,346406417,1
1652541,36670025,5
1652541,37963496,2
1652541,380648579,21
1652541,387937220,3
1652541,39308549,2
1652541,43855487,1
1652541,44728980,5
1652541,472122299,1
1652541,4898091,9
1652541,49616273,4
1652541,55118669,1
1652541,56312411,1
1652541,5695632,1
1652541,5741722,2
1652541,612473,7
1652541,624413,2
1652541,68927629,1
1652541,7309052,4
1652541,807095,8
1652541,86141342,1
1652541,8953122,2
1652541,90651198,1
1652541,91316071,2
1652541,93069110,4
1652541,96900937,2
169050333,16973333,1
169050333,17134268,1
169050333,17673635,1
169050333,17710740,1
169050333,18071358,1
169050333,18812572,1
169050333,1901298962,1
169050333,1917731,1
169050333,193045008,1
169050333,19402238,1
169050333,19636948,1
169050333,19658826,1
169050333,197496309,1
169050333,19897138,1
169050333,203123011,1
169050333,20402945,1
169050333,20562637,1
169050333,2097571,1
169050333,216299334,2
169050333,21866939,1
169050333,22240612,1
169050333,22650211,1
169050333,240649814,1
169050333,245687754,1
169050333,2483954344,1
169050333,25088746,1
169050333,252751061,1
169050333,2530363285,1
169050333,25387183,1
169050333,25562183,1
169050333,25928253,1
169050333,279788564,1
169050333,2811559122,1
169050333,2836421,1
169050333,284920800,1
169050333,28785486,1
169050333,309282144,1
169050333,3150940290,1
169050333,330826792,1
169050333,332188446,1
169050333,34245009,1
169050333,346406417,1
169050333,34713362,2
169050333,36327407,1
169050333,36670025,1
169050333,37034483,1
169050333,37963496,1
169050333,380648579,1
169050333,387937220,1
169050333,39308549,1
169050333,39743812,1
169050333,43855487,1
169050333,44728980,1
169050333,472122299,1
169050333,4898091,2
169050333,49616273,1
169050333,51241574,1
169050333,55118669,1
169050333,56312411,1
169050333,5695632,1
169050333,5741722,1
169050333,612473,2
169050333,624413,1
169050333,631810714,1
169050333,6509832,1
169050333,68927629,1
169050333,701725963,1
169050333,7309052,1
169050333,74980737,1
169050333,753562266,1
169050333,7587032,3
169050333,759251,1
169050333,7744592,1
169050333,788524,1
169050333,800707492346925056,1
169050333,807095,1
169050333,86141342,1
169050333,87818409,1
169050333,887606425479856128,1
169050333,8953122,1
169050333,90651198,1
169050333,91316071,1
169050333,91478624,1
169050333,9300262,1
169050333,93069110,1
169050333,93476253,1
169050333,96900937,1
16973333,17134268,1
16973333,17673635,1
16973333,17710740,1
16973333,18071358,1
16973333,18812572,1
16973333,1901298962,1
16973333,193045008,1
16973333,19402238,1
16973333,19636948,1
16973333,19658826,1
16973333,197496309,2
16973333,19897138,1
16973333,203123011,1
16973333,20402945,1
16973333,20562637,2
16973333,2097571,2
16973333,216299334,4
16973333,21866939,1
16973333,22240612,2
16973333,22650211,2
16973333,240649814,1
16973333,245687754,1
16973333,2483954344,1
16973333,25088746,2
16973333,252751061,1
16973333,2530363285,1
16973333,25387183,1
16973333,25562183,2
16973333,25928253,1
16973333,279788564,1
16973333,2811559122,2
16973333,2836421,2
16973333,284920800,1
16973333,28785486,6
16973333,309282144,1
16973333,3150940290,1
16973333,330826792,1
16973333,332188446,1
16973333,34245009,1
16973333,346406417,1
16973333,34713362,7
16973333,36327407,1
16973333,36670025,1
16973333,37034483,2
16973333,37963496,1
16973333,387937220,1
16973333,39308549,1
16973333,39743812,1
16973333,43855487,1
16973333,44728980,1
16973333,472122299,2
16973333,4898091,5
16973333,49616273,1
16973333,51241574,1
16973333,55118669,2
16973333,56312411,1
16973333,5695632,1
16973333,5741722,1
16973333,612473,1
16973333,624413,1
16973333,631810714,1
16973333,6509832,1
16973333,68927629,1
16973333,701725963,2
16973333,7309052,1
16973333,74980737,1
16973333,753562266,1
16973333,7587032,5
16973333,759251,2
16973333,7744592,1
16973333,788524,5
16973333,800707492346925056,1
16973333,807095,2
16973333,86141342,1
16973333,887606425479856128,1
16973333,8953122,1
16973333,90651198,1
16973333,91316071,1
16973333,91478624,1
16973333,9300262,1
16973333,93069110,3
16973333,93476253,3
16973333,96900937,1
17134268,17673635,1
17134268,17710740,1
17134268,18071358,1
17134268,1901298962,1
17134268,1917731,2
17134268,193045008,1
17134268,19402238,1
17134268,19636948,1
17134268,19658826,1
17134268,197496309,1
17134268,19897138,1
17134268,203123011,1
17134268,20562637,1
17134268,2097571,2
17134268,216299334,1
17134268,21866939,1
17134268,22240612,1
17134268,240649814,1
17134268,245687754,2
17134268,2483954344,1
17134268,25088746,1
17134268,252751061,1
17134268,2530363285,1
17134268,25387183,1
17134268,25562183,1
17134268,279788564,1
17134268,2811559122,1
17134268,284920800,1
17134268,309282144,1
17134268,3150940290,1
17134268,330826792,1
17134268,332188446,1
17134268,34245009,1
17134268,346406417,1
17134268,36327407,1
17134268,36670025,1
17134268,37034483,1
17134268,37963496,1
17134268,380648579,1
17134268,387937220,1
17134268,39308549,1
17134268,39743812,1
17134268,43855487,1
17134268,44728980,1
17134268,472122299,1
17134268,4898091,1
17134268,49616273,1
17134268,51241574,2
17134268,55118669,1
17134268,56312411,1
17134268,5695632,1
17134268,5741722,1
17134268,612473,1
17134268,624413,1
17134268,631810714,1
17134268,6509832,1
17134268,68927629,1
17134268,701725963,1
17134268,74980737,1
17134268,753562266,1
17134268,7587032,2
17134268,788524,2
17134268,800707492346925056,1
17134268,807095,1
17134268,86141342,3
17134268,87818409,1
17134268,887606425479856128,1
17134268,8953122,1
17134268,90651198,1
17134268,91316071,1
17134268,91478624,1
17134268,9300262,1
17134268,93069110,2
17134268,93476253,1
17134268,96900937,1
17673635,18812572,1
17673635,1901298962,1
17673635,1917731,2
17673635,193045008,1
17673635,19402238,1
17673635,19636948,1
17673635,19658826,1
17673635,197496309,1
17673635,203123011,1
17673635,20402945,1
17673635,20562637,1
17673635,2097571,1
17673635,216299334,1
17673635,21866939,1
17673635,22240612,1
17673635,22650211,1
17673635,2483954344,1
17673635,25088746,1
17673635,252751061,1
17673635,2530363285,1
17673635,25387183,1
17673635,25928253,1
17673635,279788564,1
17673635,2811559122,1
17673635,2836421,1
17673635,28785486,1
17673635,309282144,1
17673635,330826792,1
17673635,34713362,2
17673635,36670025,1
17673635,37963496,1
17673635,380648579,1
17673635,387937220,1
17673635,39308549,1
17673635,43855487,3
17673635,44728980,1
17673635,472122299,1
17673635,4898091,1
17673635,49616273,1
17673635,51241574,1
17673635,55118669,1
17673635,5695632,1
17673635,5741722,1
17673635,612473,1
17673635,624413,1
17673635,701725963,1
17673635,7309052,1
17673635,753562266,1
17673635,7587032,2
17673635,759251,1
17673635,7744592,1
17673635,788524,1
17673635,800707492346925056,1
17673635,807095,1
17673635,86141342,1
17673635,87818409,2
17673635,8953122,1
17673635,90651198,1
17673635,91316071,1
17673635,91478624,1
17673635,9300262,1
17673635,93069110,1
17673635,93476253,1
17673635,96900937,1
17710740,18812572,1
17710740,1901298962,1
17710740,1917731,1
17710740,193045008,1
17710740,19402238,1
17710740,19636948,1
17710740,19658826,1
17710740,197496309,1
17710740,203123011,1
17710740,20402945,1
17710740,20562637,1
17710740,2097571,2
17710740,216299334,1
17710740,21866939,1
17710740,22240612,1
17710740,22650211,1
17710740,2483954344,1
17710740,25088746,1
17710740,252751061,1
17710740,2530363285,1
17710740,25387183,1
17710740,25928253,1
17710740,279788564,1
17710740,2836421,1
17710740,284920800,1
17710740,28785486,1
17710740,309282144,1
17710740,330826792,1
17710740,332188446,1
17710740,34245009,1
17710740,34713362,1
17710740,36670025,1
17710740,37963496,1
17710740,380648579,1
17710740,387937220,1
17710740,39308549,1
17710740,43855487,1
17710740,44728980,1
17710740,472122299,1
17710740,4898091,1
17710740,49616273,1
17710740,51241574,1
17710740,55118669,1
17710740,56312411,1
17710740,5695632,1
17710740,5741722,1
17710740,612473,1
17710740,624413,1
17710740,631810714,1
17710740,701725963,1
17710740,7309052,1
17710740,753562266,1
17710740,7587032,1
17710740,759251,1
17710740,7744592,1
17710740,788524,1
17710740,800707492346925056,1
17710740,807095,1
17710740,86141342,1
17710740,87818409,1
17710740,8953122,1
17710740,90651198,1
17710740,91316071,1
17710740,91478624,1
17710740,9300262,1
17710740,93069110,1
17710740,93476253,1
18071358,18812572,1
18071358,1901298962,1
18071358,1917731,1
18071358,193045008,1
18071358,19402238,1
18071358,19636948,1
18071358,19658826,1
18071358,197496309,1
18071358,203123011,1
18071358,20402945,1
18071358,20562637,1
18071358,216299334,1
18071358,21866939,1
18071358,22240612,1
18071358,22650211,1
18071358,2483954344,1
18071358,25088746,1
18071358,252751061,1
18071358,2530363285,1
18071358,25387183,1
18071358,25928253,1
18071358,279788564,1
18071358,2811559122,1
18071358,2836421,1
18071358,28785486,1
18071358,309282144,1
18071358,330826792,1
18071358,34713362,1
18071358,36670025,1
18071358,37963496,1
18071358,380648579,1
18071358,387937220,1
18071358,39308549,1
18071358,43855487,1
18071358,44728980,1
18071358,472122299,1
18071358,4898091,1
18071358,49616273,1
18071358,51241574,1
18071358,55118669,1
18071358,5695632,1
18071358,5741722,1
18071358,612473,1
18071358,624413,1
18071358,701725963,1
18071358,7309052,1
18071358,753562266,1
18071358,7587032,1
18071358,759251,1
18071358,7744592,1
18071358,788524,1
18071358,800707492346925056,1
18071358,807095,1
18071358,86141342,1
18071358,87818409,1
18071358,8953122,1
18071358,90651198,1
18071358,91316071,1
18071358,91478624,1
18071358,9300262,1
18071358,93069110,1
18071358,93476253,1
18812572,1901298962,1
18812572,1917731,3
18812572,193045008,1
18812572,19402238,2
18812572,19636948,1
18812572,19658826,1
18812572,197496309,1
18812572,19897138,1
18812572,203123011,1
18812572,20402945,1
18812572,20562637,1
18812572,216299334,2
18812572,21866939,1
18812572,22240612,1
18812572,245687754,1
18812572,2483954344,1
18812572,25088746,1
18812572,252751061,1
18812572,2530363285,1
18812572,25387183,2
18812572,25562183,2
18812572,279788564,1
18812572,2811559122,1
18812572,284920800,1
18812572,28785486,6
18812572,309282144,2
18812572,3150940290,1
18812572,330826792,1
18812572,332188446,1
18812572,34245009,1
18812572,346406417,1
18812572,36327407,1
18812572,36670025,1
18812572,37034483,1
18812572,37963496,1
18812572,380648579,1
18812572,387937220,1
18812572,39308549,1
18812572,39743812,1
18812572,43855487,1
18812572,44728980,1
18812572,472122299,1
18812572,4898091,1
18812572,49616273,1
18812572,51241574,2
18812572,55118669,1
18812572,56312411,1
18812572,5695632,1
18812572,5741722,1
18812572,612473,1
18812572,624413,1
18812572,631810714,1
18812572,6509832,1
18812572,68927629,1
18812572,7309052,2
18812572,74980737,1
18812572,753562266,1
18812572,788524,1
18812572,807095,2
18812572,86141342,1
18812572,87818409,2
18812572,887606425479856128,1
18812572,8953122,1
18812572,90651198,1
18812572,91316071,1
18812572,91478624,1
18812572,9300262,1
18812572,93069110,5
18812572,93476253,6
18812572,96900937,2
1901298962,1917731,1
1901298962,193045008,1
1901298962,19402238,1
1901298962,19636948,1
1901298962,19658826,1
1901298962,197496309,1
1901298962,19897138,1
1901298962,203123011,1
1901298962,20402945,1
1901298962,20562637,1
1901298962,2097571,1
1901298962,216299334,1
1901298962,21866939,1
1901298962,22240612,1
1901298962,22650211,1
1901298962,240649814,1
1901298962,245687754,1
1901298962,2483954344,1
1901298962,25088746,1
1901298962,252751061,2
1901298962,2530363285,2
1901298962,25387183,1
1901298962,25562183,1
1901298962,25928253,1
1901298962,279788564,1
1901298962,2811559122,1
1901298962,2836421,1
1901298962,284920800,1
1901298962,28785486,1
1901298962,309282144,1
1901298962,3150940290,1
1901298962,330826792,1
1901298962,332188446,1
1901298962,34245009,1
1901298962,346406417,1
1901298962,34713362,2
1901298962,36327407,1
1901298962,36670025,1
1901298962,37034483,1
1901298962,37963496,1
1901298962,380648579,1
1901298962,387937220,1
1901298962,39308549,1
1901298962,39743812,1
1901298962,43855487,1
1901298962,44728980,1
1901298962,472122299,1
1901298962,4898091,1
1901298962,49616273,1
1901298962,51241574,1
1901298962,55118669,1
1901298962,56312411,1
1901298962,5695632,1
1901298962,5741722,1
1901298962,612473,1
1901298962,624413,1
1901298962,631810714,1
1901298962,6509832,1
1901298962,68927629,1
1901298962,701725963,1
1901298962,7309052,1
1901298962,74980737,1
1901298962,753562266,1
1901298962,7587032,1
1901298962,759251,1
1901298962,7744592,1
1901298962,788524,1
1901298962,800707492346925056,1
1901298962,807095,1
1901298962,86141342,1
1901298962,87818409,1
1901298962,887606425479856128,1
1901298962,8953122,1
1901298962,90651198,1
1901298962,91316071,1
1901298962,91478624,1
1901298962,9300262,1
1901298962,93069110,1
1901298962,93476253,1
1901298962,96900937,1
1917731,193045008,1
1917731,19402238,2
1917731,19636948,1
1917731,19658826,2
1917731,197496309,3
1917731,20562637,1
1917731,216299334,1
1917731,21866939,1
1917731,245687754,1
1917731,25088746,1
1917731,252751061,2
1917731,2530363285,1
1917731,25387183,1
1917731,25928253,1
1917731,279788564,1
1917731,2811559122,2
1917731,284920800,1
1917731,3150940290,1
1917731,330826792,1
1917731,332188446,1
1917731,34245009,1
1917731,346406417,1
1917731,36670025,1
1917731,37034483,1
1917731,37963496,1
1917731,380648579,1
1917731,387937220,1
1917731,39308549,1
1917731,39743812,2
1917731,44728980,1
1917731,472122299,2
1917731,4898091,1
1917731,49616273,1
1917731,55118669,2
1917731,56312411,1
1917731,5695632,1
1917731,624413,2
1917731,631810714,2
1917731,6509832,2
1917731,68927629,1
1917731,701725963,2
1917731,7309052,1
1917731,74980737,1
1917731,800707492346925056,2
1917731,807095,1
1917731,87818409,1
1917731,887606425479856128,1
1917731,8953122,1
1917731,90651198,1
1917731,93476253,3
1917731,96900937,1
193045008,19402238,1
193045008,19636948,1
193045008,19658826,1
193045008,197496309,1
193045008,19897138,2
193045008,203123011,1
193045008,20402945,1
193045008,20562637,1
193045008,2097571,1
193045008,216299334,1
193045008,21866939,1
193045008,22240612,1
193045008,22650211,1
193045008,240649814,1
193045008,245687754,1
193045008,2483954344,1
193045008,25088746,1
193045008,252751061,1
193045008,2530363285,1
193045008,25387183,1
193045008,25562183,1
193045008,25928253,1
193045008,279788564,1
193045008,2811559122,1
193045008,2836421,1
193045008,284920800,1
193045008,28785486,1
193045008,309282144,1
193045008,3150940290,1
193045008,330826792,1
193045008,332188446,1
193045008,34245009,1
193045008,346406417,1
193045008,34713362,1
193045008,36327407,1
193045008,36670025,1
193045008,37963496,1
193045008,380648579,1
193045008,387937220,1
193045008,39308549,1
193045008,39743812,1
193045008,43855487,1
193045008,44728980,1
193045008,472122299,1
193045008,4898091,1
193045008,49616273,1
193045008,51241574,1
193045008,55118669,1
193045008,56312411,1
193045008,5695632,1
193045008,5741722,1
193045008,612473,1
193045008,624413,1
193045008,631810714,1
193045008,6509832,1
193045008,68927629,1
193045008,701725963,1
193045008,7309052,1
193045008,74980737,1
193045008,753562266,1
193045008,7587032,1
193045008,759251,1
193045008,7744592,1
193045008,788524,1
193045008,800707492346925056,1
193045008,807095,1
193045008,86141342,1
193045008,87818409,1
193045008,8953122,1
193045008,90651198,1
193045008,91316071,1
193045008,91478624,1
193045008,9300262,1
193045008,93069110,1
193045008,93476253,1
19402238,19636948,1
19402238,19658826,3
19402238,197496309,1
19402238,19897138,1
19402238,203123011,1
19402238,20402945,1
19402238,20562637,1
19402238,2097571,1
19402238,216299334,1
19402238,21866939,1
19402238,22240612,1
19402238,22650211,1
19402238,240649814,1
19402238,245687754,1
19402238,2483954344,1
19402238,25088746,1
19402238,252751061,1
19402238,2530363285,1
19402238,25387183,1
19402238,25562183,2
19402238,25928253,2
19402238,279788564,1
19402238,2811559122,1
19402238,2836421,1
19402238,284920800,1
19402238,28785486,1
19402238,309282144,1
19402238,3150940290,1
19402238,330826792,1
19402238,332188446,1
19402238,34245009,1
19402238,346406417,1
19402238,34713362,1
19402238,36327407,1
19402238,36670025,1
19402238,37034483,2
19402238,37963496,1
19402238,380648579,2
19402238,387937220,1
19402238,39308549,2
19402238,39743812,1
19402238,43855487,1
19402238,44728980,1
19402238,472122299,1
19402238,4898091,1
19402238,49616273,1
19402238,51241574,1
19402238,55118669,1
19402238,56312411,1
19402238,5695632,1
19402238,5741722,1
19402238,612473,1
19402238,624413,1
19402238,631810714,1
19402238,6509832,1
19402238,68927629,1
19402238,701725963,2
19402238,7309052,1
19402238,74980737,1
19402238,753562266,1
19402238,7587032,1
19402238,759251,3
19402238,788524,1
19402238,800707492346925056,1
19402238,807095,1
19402238,86141342,1
19402238,87818409,1
19402238,887606425479856128,1
19402238,8953122,1
19402238,90651198,1
19402238,91316071,1
19402238,91478624,1
19402238,9300262,1
19402238,93069110,1
19402238,93476253,1
19402238,96900937,1
19636948,19658826,1
19636948,197496309,1
19636948,19897138,1
19636948,203123011,3
19636948,20402945,1
19636948,20562637,1
19636948,2097571,1
19636948,216299334,1
19636948,21866939,1
19636948,22240612,1
19636948,22650211,1
19636948,240649814,1
19636948,245687754,1
19636948,2483954344,1
19636948,25088746,1
19636948,252751061,1
19636948,2530363285,1
19636948,25387183,1
19636948,25562183,1
19636948,25928253,1
19636948,279788564,1
19636948,2811559122,1
19636948,2836421,1
19636948,284920800,1
19636948,28785486,1
19636948,309282144,1
19636948,3150940290,1
19636948,330826792,1
19636948,332188446,1
19636948,34245009,1
19636948,346406417,1
19636948,34713362,1
19636948,36327407,1
19636948,36670025,1
19636948,37034483,1
19636948,37963496,1
19636948,380648579,1
19636948,387937220,1
19636948,39308549,1
19636948,39743812,1
19636948,43855487,1
19636948,44728980,1
19636948,472122299,1
19636948,4898091,1
19636948,49616273,1
19636948,51241574,1
19636948,55118669,1
19636948,56312411,1
19636948,5695632,1
19636948,5741722,1
19636948,612473,1
19636948,624413,1
19636948,631810714,1
19636948,6509832,1
19636948,68927629,1
19636948,701725963,1
19636948,7309052,1
