source,target,weight
1080894931311431682,426909329,1
1080894931311431682,7309052,1
1080894931311431682,887606425479856128,1
1100927498,426909329,1
1100927498,7309052,1
1112714156887543808,426909329,1
1112714156887543808,7309052,1
134758540,426909329,2
134758540,7309052,1
231033118,426909329,1
231033118,7309052,2
2686834802,426909329,1
2686834802,7309052,2
355989081,426909329,2
355989081,7309052,1
426909329,7309052,1
426909329,887606425479856128,1
7309052,887606425479856128,2
48924841,571479724,1
15954704,207809313,1
15954704,44356836,1
15954704,45261768,2
15954704,856530759116402690,1
15954704,974143844,1
207809313,45261768,1
207809313,856530759116402690,2
45261768,974143844,1
856530759116402690,974143844,1
43384673,721992033921990656,1
721992033921990656,974143844,2
1246035397198528515,16973333,1
1246035397198528515,47646735,1
16973333,355989081,2
16973333,4255658358,2
16973333,47646735,1
4255658358,47646735,1
1349124297034498049,36327407,1
1349124297034498049,6509832,1
1289235667516456962,631810714,1
147537589,631810714,1
249520655,631810714,1
1401726968,56627441,1
1401726968,856530759116402690,5
1401726968,857659736828674052,3
44356836,56627441,1
44356836,857659736828674052,3
52810218,56627441,2
56627441,856530759116402690,8
56627441,857659736828674052,4
56627441,89732309,5
37365807,96900937,1
389313566,75311070,13
389313566,96900937,2
75311070,96900937,2
355989081,51241574,1
355989081,807095,3
426909329,51241574,4
426909329,807095,3
51241574,807095,15
1234525248491442179,4264422434,1
1289235667516456962,4264422434,1
1354702453,4264422434,1
1184085522248949760,2590932906,2
1184085522248949760,2686770528,1
194516930,362506755,1
19760270,362506755,1
2150403589,362506755,1
3489768920,362506755,3
355989081,362506755,3
362506755,37034483,2
1112987812503212032,1249319185064153088,7
1112987812503212032,1254474637,2
1112987812503212032,1277094794641235973,4
1112987812503212032,1305156978109374465,4
1112987812503212032,886576262537465856,6
1228541238845923328,1249319185064153088,9
1228541238845923328,1254474637,6
1228541238845923328,1277094794641235973,2
1228541238845923328,1305156978109374465,4
1228541238845923328,886576262537465856,54
1249319185064153088,1277094794641235973,37
1249319185064153088,1305156978109374465,6
1249319185064153088,935142655213703168,23
1254474637,1277094794641235973,2
1254474637,1305156978109374465,1
1277094794641235973,1305156978109374465,12
1277094794641235973,45261768,40
1277094794641235973,75311070,19
1277094794641235973,886576262537465856,12
1305156978109374465,45261768,4
1305156978109374465,75311070,1
1305156978109374465,886576262537465856,9
101719346,105130840,2
101719346,37168231,2
101719346,43384673,2
105130840,44588485,1
1289235667516456962,44588485,1
43384673,44588485,1
44588485,811972460560019456,1
281357486,355989081,3
281357486,37365807,1
281357486,856530759116402690,15
37365807,45261768,14
1349149096909668363,356367350,1
1349149096909668363,46645746,1
1349149096909668363,856530759116402690,7
19760270,356367350,1
356367350,37034483,1
356367350,37168231,1
356367350,856530759116402690,1
46645746,856530759116402690,1
1228541238845923328,1262695055153717249,15
1254474637,1262695055153717249,11
1591419488,28082599,1
1591419488,438525539,1
1591419488,56039856,2
1591419488,75489786,1
438525539,56039856,2
53313935,974143844,1
1354702453,438525539,1
355989081,711750460932141056,1
119048275,463553347,1
1349124297034498049,284920800,1
1349124297034498049,463553347,1
2222673457,44839509,1
2222673457,463553347,1
258370261,284920800,1
258370261,463553347,1
284920800,44839509,1
284920800,463553347,1
284920800,74980737,2
284920800,797720168713441280,1
3489768920,44839509,2
44425241,463553347,1
44839509,463553347,1
463553347,50279781,1
463553347,74980737,1
145607857,506429053,1
19897138,506429053,1
20751449,506429053,1
240649814,506429053,1
245687754,506429053,1
28082599,284920800,1
28082599,506429053,1
284920800,506429053,1
355989081,506429053,1
506429053,6509832,1
506429053,811972460560019456,1
2150403589,77010227,1
249520655,44588485,1
122959195,1652541,1
122959195,2097571,1
122959195,742143,1
134758540,1652541,1
134758540,2097571,1
134758540,742143,1
1652541,18071358,2
1652541,19897138,5
1652541,2097571,9
1652541,36327407,3
1652541,389313566,3
1652541,39743812,2
1652541,43077446,1
1652541,631810714,2
1652541,742143,15
1652541,74980737,2
18071358,2097571,2
18071358,742143,1
19897138,2097571,3
19897138,742143,1
2097571,240649814,2
2097571,245687754,2
2097571,253512688,1
2097571,355989081,1
2097571,36327407,3
2097571,389313566,1
2097571,39743812,2
2097571,43077446,1
2097571,631810714,2
2097571,635895185,1
2097571,742143,5
2097571,74980737,2
2097571,817976607398731776,1
240649814,742143,2
245687754,389313566,1
245687754,43077446,1
245687754,631810714,2
245687754,742143,1
253512688,742143,1
36327407,742143,2
389313566,742143,2
39743812,742143,2
43077446,635895185,1
43077446,742143,1
631810714,742143,1
635895185,742143,1
742143,74980737,1
817976607398731776,886576262537465856,1
1254474637,145607857,1
1254474637,56312411,2
1254474637,56627441,6
145607857,45261768,1
145607857,56627441,1
145607857,57947582,1
145607857,941134694,1
194516930,56312411,3
194516930,56627441,1
56312411,56627441,2
56312411,57947582,2
56312411,941134694,5
56627441,941134694,1
101719346,102268884,1
101719346,1056850669,1
101719346,1156445533025767424,1
101719346,1234525248491442179,1
101719346,143388401,1
101719346,1591419488,1
101719346,1642669674,1
101719346,2219225070,1
101719346,282050428,1
101719346,3149398118,1
101719346,350502624,1
101719346,37034483,1
101719346,38400130,1
101719346,39743812,1
101719346,44900754,1
101719346,6509832,1
101719346,68927629,1
101719346,711760467383877632,1
101719346,74980737,1
102268884,104473820,1
102268884,105130840,1
102268884,1110805057,1
102268884,1234525248491442179,1
102268884,1354702453,1
102268884,143388401,1
102268884,1591419488,1
102268884,2217408934,1
102268884,233199034,1
102268884,2887798966,1
102268884,313385516,1
102268884,3149398118,1
102268884,350502624,1
102268884,38400130,1
102268884,68927629,1
102268884,711760467383877632,1
102268884,74980737,1
102268884,817976607398731776,1
104473820,1110805057,1
104473820,1156445533025767424,1
104473820,1591419488,1
104473820,2217408934,1
104473820,2887798966,1
104473820,3149398118,1
104473820,38400130,1
104473820,44900754,1
105130840,1110805057,1
105130840,1156445533025767424,1
105130840,1591419488,1
105130840,1642669674,1
105130840,18071358,1
105130840,20751449,1
105130840,2217408934,1
105130840,2219225070,1
105130840,2590932906,2
105130840,263793754,1
105130840,2887798966,1
105130840,3059632987,1
105130840,34245009,1
105130840,350502624,1
105130840,37034483,1
105130840,38400130,1
105130840,44900754,1
105130840,68927629,1
1056850669,1354702453,1
1056850669,1591419488,1
1056850669,2887798966,1
1056850669,350502624,1
1056850669,38400130,1
1110805057,1156445533025767424,1
1110805057,1354702453,1
1110805057,1591419488,1
1110805057,1642669674,1
1110805057,2219225070,1
1110805057,233199034,1
1110805057,282050428,1
1110805057,313385516,1
1110805057,3149398118,1
1110805057,37034483,1
1110805057,38400130,1
1110805057,44900754,1
1110805057,6509832,1
1110805057,68927629,1
1110805057,702001481247911936,1
1110805057,711760467383877632,1
1156445533025767424,1234525248491442179,1
1156445533025767424,1354702453,1
1156445533025767424,1591419488,1
1156445533025767424,2217408934,1
1156445533025767424,233199034,1
1156445533025767424,2887798966,1
1156445533025767424,313385516,1
1156445533025767424,3149398118,1
1156445533025767424,350502624,1
1156445533025767424,38400130,1
1156445533025767424,635895185,1
1156445533025767424,6509832,2
1156445533025767424,68927629,1
1156445533025767424,702001481247911936,1
1156445533025767424,937664212511309827,1
119048275,38400130,1
122959195,38400130,1
1234525248491442179,1591419488,1
1234525248491442179,2217408934,1
1234525248491442179,2219225070,1
1234525248491442179,3149398118,1
1234525248491442179,38400130,1
1234525248491442179,44900754,1
1354702453,1591419488,1
1354702453,1642669674,1
1354702453,2219225070,1
1354702453,38400130,1
1354702453,44900754,1
1354702453,6509832,1
137656171,282050428,1
137656171,350502624,1
137656171,38400130,1
143388401,1591419488,1
143388401,18071358,1
143388401,20751449,1
143388401,2217408934,1
143388401,2219225070,1
143388401,282050428,1
143388401,2887798966,1
143388401,3149398118,1
143388401,34245009,1
143388401,350502624,1
143388401,37034483,2
143388401,38400130,1
143388401,44900754,1
143388401,6509832,1
143388401,68927629,1
1591419488,161634802,1
1591419488,1642669674,1
1591419488,18071358,1
1591419488,19897138,1
1591419488,20751449,1
1591419488,2217408934,1
1591419488,2219225070,1
1591419488,233199034,1
1591419488,263793754,1
1591419488,282050428,2
1591419488,3059632987,1
1591419488,313385516,1
1591419488,3149398118,1
1591419488,350502624,2
1591419488,37034483,1
1591419488,38400130,1
1591419488,44900754,1
1591419488,702001481247911936,1
1591419488,711760467383877632,2
161634802,3149398118,1
161634802,38400130,1
1642669674,233199034,1
1642669674,282050428,1
1642669674,2887798966,1
1642669674,350502624,1
1642669674,38400130,1
1642669674,44900754,1
1642669674,68927629,1
171355391,2219225070,1
171355391,38400130,1
171355391,44900754,1
18071358,3149398118,1
18071358,38400130,1
19897138,3149398118,1
19897138,38400130,2
20751449,3149398118,1
20751449,38400130,1
2217408934,2219225070,1
2217408934,233199034,1
2217408934,282050428,1
2217408934,313385516,1
2217408934,3149398118,1
2217408934,350502624,1
2217408934,37034483,1
2217408934,38400130,1
2217408934,44900754,1
2217408934,6509832,1
2217408934,68927629,1
2217408934,711760467383877632,1
2219225070,233199034,1
2219225070,263793754,1
2219225070,2887798966,1
2219225070,3059632987,1
2219225070,313385516,1
2219225070,3149398118,1
2219225070,38400130,1
2219225070,937664212511309827,2
233199034,2887798966,1
233199034,38400130,1
233199034,44900754,1
233199034,6509832,1
240649814,3149398118,1
2590932906,38400130,1
263793754,3149398118,1
263793754,38400130,1
282050428,2887798966,1
282050428,3149398118,1
282050428,38400130,1
282050428,6509832,1
2887798966,313385516,1
2887798966,3149398118,1
2887798966,350502624,1
2887798966,37034483,1
2887798966,38400130,1
2887798966,39743812,1
2887798966,44900754,1
2887798966,6509832,2
2887798966,68927629,1
3059632987,3149398118,1
3059632987,38400130,1
313385516,38400130,1
313385516,44900754,1
3149398118,34245009,1
3149398118,350502624,1
3149398118,37034483,1
3149398118,38400130,1
3149398118,44900754,1
3149398118,6509832,1
3149398118,68927629,1
3149398118,702001481247911936,1
3149398118,711760467383877632,1
3149398118,811972460560019456,2
3149398118,817976607398731776,1
34245009,38400130,1
350502624,38400130,1
350502624,44900754,1
350502624,635895185,1
37034483,38400130,2
38400130,390677061,1
38400130,39743812,1
38400130,44900754,1
38400130,635895185,1
38400130,6509832,2
38400130,68927629,1
38400130,702001481247911936,1
38400130,711760467383877632,2
38400130,74980737,1
38400130,811972460560019456,2
38400130,817976607398731776,2
38400130,937664212511309827,1
390677061,44900754,4
44900754,635895185,1
44900754,68927629,1
44900754,711760467383877632,1
44900754,74980737,1
44900754,817976607398731776,1
111872402,146360682,1
1199628598509858816,131188226,1
1199628598509858816,1419020654,1
1199628598509858816,17741799,1
1199628598509858816,19897138,1
1199628598509858816,240649814,1
1199628598509858816,2451476942,1
1199628598509858816,313385516,1
1199628598509858816,318673863,1
1199628598509858816,332188446,1
1199628598509858816,34245009,1
1199628598509858816,3489768920,1
1199628598509858816,355989081,1
1199628598509858816,44839509,1
1199628598509858816,751400048,1
1199628598509858816,765535468104585217,1
1199628598509858816,817976607398731776,1
1419020654,44839509,1
1419020654,765535468104585217,1
17741799,765535468104585217,1
19897138,751400048,2
19897138,765535468104585217,1
240649814,765535468104585217,1
2451476942,765535468104585217,1
318673863,765535468104585217,1
332188446,765535468104585217,1
34245009,765535468104585217,1
44839509,765535468104585217,1
189868631,3018719294,1
1305509934797217792,134758540,1
1305509934797217792,15076053,3
1305509934797217792,19897138,1
1305509934797217792,24857905,3
1305509934797217792,36327407,1
1305509934797217792,3903318556,3
134758540,15076053,1
134758540,75311070,1
134758540,886576262537465856,1
15076053,19897138,1
15076053,24857905,1
15076053,36327407,1
15076053,37365807,1
15076053,3903318556,1
15076053,75311070,1
15076053,856530759116402690,3
15076053,886576262537465856,1
19897138,75311070,3
19897138,886576262537465856,4
36327407,75311070,2
36327407,856530759116402690,2
36327407,886576262537465856,2
37365807,886576262537465856,2
3903318556,856530759116402690,6
2410732195,4255658358,1
231033118,94761188,2
137656171,562164552,1
207809313,562164552,2
281357486,941134694,5
1290191301791617024,2150403589,1
1290191301791617024,247217109,28
1290191301791617024,355989081,1
1290191301791617024,817676978639749120,44
2150403589,247217109,1
2150403589,817676978639749120,1
247217109,355989081,1
247217109,817676978639749120,121
355989081,817676978639749120,1
120350623,827185873301037056,1
1249319185064153088,332188446,1
1349149096909668363,24857905,3
1657730988,2596143056,1
1657730988,362506755,6
1657730988,36327407,1
1657730988,3830657255,6
1657730988,77520998,2
1657730988,990577808928886784,5
18548529,2596143056,1
18548529,362506755,4
18548529,36327407,2
18548529,3830657255,10
18548529,77520998,1
2596143056,362506755,1
2596143056,3830657255,1
2596143056,77520998,2
2596143056,990577808928886784,1
355989081,77520998,1
362506755,36327407,1
362506755,3830657255,3
362506755,77520998,1
362506755,990577808928886784,2
36327407,77520998,1
36327407,990577808928886784,1
3830657255,77520998,5
3830657255,990577808928886784,3
77520998,990577808928886784,1
1652541,37365807,1
1652541,935142655213703168,1
14700117,189868631,2
14700117,240649814,1
14700117,252794509,1
14700117,355989081,2
14700117,94761188,1
189868631,252794509,1
189868631,94761188,1
240649814,252794509,1
252794509,355989081,1
252794509,94761188,1
101779040,249520655,2
286520757,44356836,3
1112714156887543808,15438913,1
1112714156887543808,189868631,1
1133737532443766784,15438913,1
1133737532443766784,189868631,1
15438913,189868631,2
15438913,207809313,1
15438913,2222673457,1
15438913,355989081,1
189868631,2222673457,1
2222673457,721992033921990656,1
721992033921990656,77732185,1
346406417,990577808928886784,1
125672370,165506153,1
1323730225067339784,1352064843432472578,154
1323730225067339784,14499829,3
1323730225067339784,47646735,2
1323730225067339784,803694179079458816,210
1349149096909668363,47646735,3
1352064843432472578,355989081,1
1352064843432472578,47646735,3
1352064843432472578,544389588,3
14499829,47646735,1
14499829,803694179079458816,6
189868631,47646735,1
189868631,803694179079458816,7
47646735,544389588,1
47646735,803694179079458816,1
544389588,803694179079458816,5
2219225070,463553347,1
264356595,355989081,1
264356595,4970411,1
264356595,742143,1
355989081,4970411,1
4970411,742143,4
1289235667516456962,350502624,1
1289235667516456962,979273137136300032,1
1254474637,19897138,2
1254474637,2353605901,1
1254474637,34713362,1
1254474637,39344374,1
1254474637,407440890,1
19897138,2353605901,1
19897138,34713362,4
19897138,39344374,1
19897138,407440890,1
19897138,45261768,3
2353605901,34713362,1
2353605901,355989081,1
2353605901,39344374,27
2353605901,407440890,11
2353605901,45261768,1
34713362,355989081,1
34713362,39344374,6
34713362,407440890,3
34713362,45261768,1
355989081,407440890,1
39344374,407440890,74
39344374,45261768,1
407440890,45261768,1
1249319185064153088,281357486,22
1249319185064153088,990577808928886784,11
281357486,990577808928886784,5
1368737382,91478624,1
240649814,91478624,2
355989081,91478624,1
111564456,154521314,1
111564456,856530759116402690,4
111564456,951165164,9
111564456,990577808928886784,2
111564456,995328305279549440,3
1249319185064153088,856530759116402690,24
1249319185064153088,995328305279549440,9
154521314,856530759116402690,4
154521314,951165164,3
154521314,990577808928886784,2
154521314,995328305279549440,1
856530759116402690,951165164,1
856530759116402690,995328305279549440,9
935142655213703168,951165164,2
951165164,990577808928886784,1
951165164,995328305279549440,3
990577808928886784,995328305279549440,3
3150940290,47646735,1
2233154425,355989081,2
355989081,507681957,1
1254474637,286520757,13
1254474637,389313566,5
1254474637,53313935,1
286520757,389313566,13
286520757,53313935,3
389313566,941134694,11
53313935,75311070,2
355989081,567289542,1
6509832,941134694,1
24857905,74995974,1
74995974,75311070,1
1657730988,4255658358,2
4255658358,89732309,2
20751449,856530759116402690,1
77732185,856530759116402690,1
1184085522248949760,389313566,3
134758540,1657730988,1
1657730988,389313566,12
1657730988,631810714,1
2150403589,631810714,1
120649992,77732185,1
1657730988,286520757,3
1657730988,886576262537465856,4
286520757,856530759116402690,16
151432737,931260588,3
389313566,931260588,8
14072047,355989081,1
1103843394109857793,1934388686,1
1103843394109857793,75193964,1
1349149096909668363,1942642807,1
1349149096909668363,22771961,193
1349149096909668363,34717676,1
1942642807,22771961,1
1942642807,34717676,6
1942642807,355989081,1
22771961,34717676,1
22771961,355989081,1
34717676,355989081,1
1591419488,198030688,2
389313566,886576262537465856,10
1535706559,2410732195,3
137656171,43077446,1
189868631,39743812,1
143409262,18373968,2
143409262,282050428,1
2596143056,282050428,1
282050428,52119862,1
282050428,797720168713441280,2
14700117,16973333,1
16973333,189868631,2
931260588,935142655213703168,16
931260588,951165164,2
1249319185064153088,2233154425,1
1249319185064153088,389313566,23
1249319185064153088,47646735,1
2233154425,389313566,1
2233154425,47646735,1
389313566,47646735,1
1093695069176000512,14362766,13
1093695069176000512,84366480,3
1093695069176000512,936078120,13
14362766,355989081,1
14362766,84366480,2
14362766,936078120,12
355989081,84366480,1
84366480,936078120,1
5402612,96900937,1
3638215945,4255658358,1
3108351,355989081,1
1112714156887543808,3291691,1
389313566,45261768,47
3291691,48924841,1
2314087860,355989081,1
2314087860,37034483,1
3489768920,808451126,2
355989081,808451126,1
362506755,808451126,13
362506755,856530759116402690,5
808451126,856530759116402690,1
277899008,735095544,1
138822469,3582554773,1
138822469,77732185,1
138822469,887606425479856128,1
332188446,54436268,1
122959195,6134882,1
131188226,6134882,1
1368737382,6134882,1
137656171,6134882,1
1642669674,6134882,1
2451476942,6134882,1
390677061,6134882,1
39743812,6134882,1
46645746,6134882,1
6134882,75193964,1
6134882,753131004483760129,1
6134882,811972460560019456,1
16343974,1652541,3
16343974,19897138,2
16343974,22650211,2
16343974,355989081,1
16343974,6509832,2
1652541,22650211,4
1652541,6509832,3
19897138,22650211,2
22650211,355989081,1
22650211,6509832,2
100250921,1349149096909668363,14
100250921,1351284403801108481,3
100250921,14307494,8
100250921,93476253,24
1349149096909668363,1351284403801108481,80
1349149096909668363,14307494,22
1349149096909668363,93476253,70
1351284403801108481,14307494,4
1351284403801108481,93476253,13
14307494,93476253,26
1349149096909668363,17583309,27
1155192538535550976,1349149096909668363,2
1140090941195325440,1349149096909668363,5
1349149096909668363,467823431,125
1349149096909668363,17291393,91
1258014527771349000,1349149096909668363,3
1258014527771349000,817874603846565888,1
1349149096909668363,817874603846565888,2
1349149096909668363,18622869,62
1349149096909668363,37190669,68
1349149096909668363,455684839,143
1349149096909668363,767788995962998784,120
18622869,22771961,32
18622869,37190669,12
18622869,455684839,30
18622869,767788995962998784,13
22771961,37190669,52
22771961,455684839,301
22771961,767788995962998784,227
37190669,455684839,57
37190669,767788995962998784,44
455684839,767788995962998784,270
1349149096909668363,150078976,119
1349149096909668363,198357693,56
1349149096909668363,21316253,18
1349149096909668363,2233154425,73
1349149096909668363,27493883,104
150078976,198357693,18
150078976,21316253,9
150078976,2233154425,21
150078976,22771961,83
150078976,27493883,40
150078976,803694179079458816,144
198357693,21316253,1
198357693,2233154425,14
198357693,22771961,32
198357693,27493883,20
198357693,803694179079458816,37
21316253,2233154425,1
21316253,22771961,19
21316253,27493883,4
21316253,803694179079458816,13
2233154425,27493883,58
2233154425,803694179079458816,65
22771961,27493883,106
22771961,803694179079458816,148
27493883,803694179079458816,84
1349149096909668363,15976705,89
15976705,241684668,64
1349149096909668363,36711022,40
1352064843432472578,36711022,15
36711022,803694179079458816,30
1323730225067339784,1351284403801108481,40
1323730225067339784,150078976,65
1323730225067339784,22129280,34
1323730225067339784,25562183,4
1323730225067339784,759251,18
1349149096909668363,22129280,52
1349149096909668363,25562183,6
1349149096909668363,759251,35
1351284403801108481,150078976,19
1351284403801108481,22129280,12
1351284403801108481,241684668,69
1351284403801108481,25562183,1
1351284403801108481,759251,6
1351284403801108481,803694179079458816,22
150078976,22129280,51
150078976,241684668,87
150078976,25562183,1
150078976,759251,10
22129280,241684668,62
22129280,25562183,4
22129280,759251,12
22129280,803694179079458816,69
241684668,25562183,3
241684668,759251,19
241684668,803694179079458816,150
25562183,759251,4
25562183,803694179079458816,3
759251,803694179079458816,14
1349149096909668363,16513335,25
1349149096909668363,4696552878,41
16513335,198357693,4
16513335,4696552878,8
198357693,4696552878,5
1349149096909668363,907139600,16
1254474637,1349149096909668363,1
1143197405162168321,1349149096909668363,112
1143197405162168321,1640929196,14
1143197405162168321,17291393,56
1143197405162168321,241684668,166
1143197405162168321,36711022,10
1143197405162168321,455684839,64
1143197405162168321,60087571,96
1143197405162168321,860654500431880192,15
1349149096909668363,1640929196,49
1349149096909668363,60087571,202
1349149096909668363,860654500431880192,28
1640929196,17291393,19
1640929196,241684668,45
1640929196,36711022,4
1640929196,455684839,23
1640929196,60087571,30
1640929196,860654500431880192,8
17291393,241684668,82
17291393,36711022,8
17291393,455684839,34
17291393,60087571,69
17291393,860654500431880192,15
241684668,36711022,15
241684668,455684839,130
241684668,60087571,166
241684668,860654500431880192,21
36711022,455684839,4
36711022,60087571,19
36711022,860654500431880192,6
455684839,60087571,134
455684839,860654500431880192,16
60087571,860654500431880192,11
104198706,1349149096909668363,3
104198706,1355208397235302406,1
104198706,18622869,1
104198706,860654500431880192,1
1349149096909668363,1355208397235302406,56
1355208397235302406,18622869,18
1355208397235302406,860654500431880192,2
18622869,860654500431880192,2
1349149096909668363,807095,18
1349149096909668363,990577808928886784,3
807095,990577808928886784,1
1349149096909668363,97219875,1
1349149096909668363,932068755856936960,13
241684668,932068755856936960,14
455684839,932068755856936960,49
1349149096909668363,716813053,7
1349149096909668363,32313637,13
15976705,22771961,89
15976705,32313637,6
22771961,32313637,5
1349149096909668363,14173315,36
14173315,36711022,4
1349149096909668363,745824471689244672,9
1349149096909668363,804680472,11
18622869,745824471689244672,5
18622869,804680472,5
745824471689244672,804680472,1
1080894931311431682,1083125649609506816,1
1080894931311431682,1209417007,1
1080894931311431682,1349149096909668363,1
1080894931311431682,20776147,1
1080894931311431682,407440890,3
1080894931311431682,487297085,2
1083125649609506816,1209417007,10
1083125649609506816,1349149096909668363,1
1083125649609506816,20776147,1
1083125649609506816,407440890,5
1083125649609506816,487297085,1
1209417007,1349149096909668363,1
1209417007,20776147,3
1209417007,407440890,9
1209417007,487297085,1
1349149096909668363,20776147,1
1349149096909668363,407440890,4
1349149096909668363,487297085,1
20776147,407440890,6
20776147,487297085,1
407440890,487297085,7
198357693,767788995962998784,37
1349149096909668363,16067525,3
1349149096909668363,14529929,125
14529929,15976705,85
1143197405162168321,1361357051478351874,26
1143197405162168321,17027632,10
1143197405162168321,22771961,76
1143197405162168321,27493883,30
1143197405162168321,37190669,14
1143197405162168321,803694179079458816,50
1349149096909668363,1361357051478351874,31
1349149096909668363,17027632,19
1361357051478351874,17027632,9
1361357051478351874,22771961,37
1361357051478351874,241684668,48
1361357051478351874,27493883,21
1361357051478351874,37190669,18
1361357051478351874,455684839,36
1361357051478351874,60087571,46
1361357051478351874,803694179079458816,29
17027632,22771961,56
17027632,241684668,26
17027632,27493883,8
17027632,37190669,18
17027632,455684839,49
17027632,60087571,28
17027632,803694179079458816,21
22771961,241684668,179
22771961,60087571,174
241684668,27493883,70
241684668,37190669,58
27493883,37190669,14
27493883,455684839,60
27493883,60087571,60
37190669,60087571,147
37190669,803694179079458816,62
455684839,803694179079458816,105
60087571,803694179079458816,164
1349149096909668363,19825835,8
1349149096909668363,551426814,2
1323730225067339784,22771961,91
1323730225067339784,27493883,44
1323730225067339784,758386615748263936,3
1349149096909668363,758386615748263936,7
22771961,758386615748263936,17
27493883,758386615748263936,17
1349149096909668363,290180065,6
17291393,290180065,2
1349149096909668363,2876041031,34
1349149096909668363,259123499,12
1349149096909668363,32871086,96
1349149096909668363,41223126,22
1349149096909668363,95463107,9
259123499,32871086,4
259123499,41223126,3
259123499,467823431,3
259123499,95463107,3
32871086,41223126,10
32871086,467823431,28
32871086,95463107,4
41223126,467823431,9
41223126,95463107,1
467823431,95463107,6
1323730225067339784,18622869,31
1323730225067339784,2836421,22
1349149096909668363,2836421,44
18622869,2836421,7
1349149096909668363,950824252562903040,3
1352064843432472578,455684839,16
1352064843432472578,950824252562903040,1
455684839,950824252562903040,1
1349149096909668363,820452522494226433,34
241684668,32871086,85
241684668,820452522494226433,50
32871086,60087571,79
32871086,820452522494226433,16
60087571,820452522494226433,31
1355208397235302406,60087571,19
1339835893,17494010,15
1339835893,767788995962998784,46
1349149096909668363,17494010,33
17494010,767788995962998784,15
1352064843432472578,22771961,45
1323730225067339784,42389136,2
1349149096909668363,42389136,5
2836421,42389136,3
1349149096909668363,242827267,2
1323730225067339784,24209167,2
1323730225067339784,860654500431880192,8
1349149096909668363,24209167,10
24209167,860654500431880192,4
1349149096909668363,174444452,3
1349149096909668363,2421067430,23
1349149096909668363,19644592,17
1349149096909668363,328634628,10
19644592,328634628,145
19644592,506429053,3
328634628,506429053,3
11856892,1349149096909668363,6
1349149096909668363,428333,11
506429053,803694179079458816,12
1061009601355829255,1323730225067339784,20
1061009601355829255,1349149096909668363,24
1061009601355829255,1351284403801108481,6
1061009601355829255,14062554,1
1061009601355829255,17583309,2
1061009601355829255,1949789970,2
1061009601355829255,455684839,21
1061009601355829255,95463107,3
1323730225067339784,14062554,3
1323730225067339784,17583309,14
1323730225067339784,1949789970,10
1323730225067339784,455684839,58
1323730225067339784,95463107,4
1349149096909668363,14062554,5
1349149096909668363,1949789970,14
1351284403801108481,14062554,1
1351284403801108481,17583309,6
1351284403801108481,1949789970,2
1351284403801108481,455684839,21
1351284403801108481,95463107,3
14062554,17583309,1
14062554,1949789970,2
14062554,455684839,2
14062554,95463107,1
17583309,1949789970,4
17583309,455684839,20
17583309,95463107,1
1949789970,455684839,30
1949789970,95463107,2
455684839,95463107,9
1323730225067339784,15115280,10
1323730225067339784,467823431,53
1349149096909668363,15115280,11
1352064843432472578,150078976,33
1352064843432472578,15115280,9
1352064843432472578,27493883,15
1352064843432472578,467823431,28
150078976,15115280,7
150078976,455684839,101
150078976,467823431,102
15115280,27493883,7
15115280,455684839,8
15115280,467823431,3
15115280,803694179079458816,12
27493883,467823431,48
455684839,467823431,123
467823431,803694179079458816,145
1349149096909668363,2968626209,3
2233154425,2968626209,3
2233154425,45874278,21
22771961,2968626209,5
22771961,45874278,89
27493883,2968626209,2
27493883,45874278,22
2968626209,45874278,2
1349149096909668363,146569971,15
14529929,22771961,231
14529929,60087571,146
11347122,1349149096909668363,71
11347122,29467516,4
1349149096909668363,29467516,1
1349149096909668363,22302678,6
22302678,22771961,33
1349149096909668363,19402238,3
1352064843432472578,19402238,1
1352064843432472578,241684668,82
19402238,241684668,1
1349149096909668363,15429807,8
1349149096909668363,170699708,11
1349149096909668363,2249531,7
1349149096909668363,48325671,24
15429807,170699708,1
15429807,2249531,2
15429807,48325671,2
15429807,767788995962998784,3
170699708,2249531,2
170699708,48325671,5
170699708,767788995962998784,11
2249531,48325671,3
2249531,767788995962998784,3
48325671,767788995962998784,39
11866582,1349149096909668363,3
11866582,16017475,1
11866582,93476253,8
1349149096909668363,16017475,11
16017475,93476253,3
1323730225067339784,17291393,30
1143197405162168321,32871086,33
1323730225067339784,32871086,42
1352064843432472578,2836421,10
1352064843432472578,32871086,41
241684668,2836421,18
2836421,32871086,15
11347122,22771961,68
1349149096909668363,1363682447695765510,10
1363682447695765510,45874278,3
1349149096909668363,318673863,1
1143197405162168321,1323730225067339784,53
1349149096909668363,1917731,28
1349149096909668363,22650211,10
1352064843432472578,1917731,10
1352064843432472578,22650211,5
1917731,22650211,2
1323730225067339784,1363682447695765510,2
1323730225067339784,1917731,20
1363682447695765510,1917731,2
1323730225067339784,75311070,1
1323730225067339784,886576262537465856,1
1349149096909668363,75311070,2
1349149096909668363,886576262537465856,2
1011970623470489601,1323730225067339784,8
1011970623470489601,1339835893,7
1011970623470489601,1349149096909668363,17
1011970623470489601,1351236267707654145,3
1011970623470489601,1352064843432472578,4
1011970623470489601,17494010,1
1011970623470489601,4696552878,6
1011970623470489601,50393960,1
1011970623470489601,803694179079458816,16
1323730225067339784,1351236267707654145,7
1323730225067339784,17494010,32
1323730225067339784,4696552878,16
1323730225067339784,50393960,2
1339835893,1351236267707654145,1
